timestamp,gas_level,temperature,pressure,smoke_level
2026-01-01 01:54:00,157.34,76.53,136.23,7.53
2026-01-01 01:55:00,158.59,61.11,195.78,0.5
2026-01-01 01:56:00,128.42,64.9,227.96,2.21
2026-01-01 01:57:00,134.06,46.8,235.24,3.82
2026-01-01 01:58:00,59.46,74.22,203.07,8.21
2026-01-01 01:59:00,49.96,67.94,188.69,4.88
2026-01-01 02:00:00,89.22,60.41,203.12,6.17
2026-01-01 02:01:00,68.32,76.07,243.76,7.62
2026-01-01 02:02:00,111.03,70.44,182.14,4.14
2026-01-01 02:03:00,103.08,61.06,205.42,0.03
2026-01-01 02:04:00,139.97,86.02,208.93,8.31
2026-01-01 02:05:00,117.15,42.04,166.68,3.05
2026-01-01 02:06:00,76.7,71.41,176.62,1.4
2026-01-01 02:07:00,60.48,66.54,164.44,1.3
2026-01-01 02:08:00,93.17,44.79,176.25,3.66
2026-01-01 02:09:00,138.65,62.88,258.58,4.2
2026-01-01 02:10:00,78.01,71.33,179.98,-2.63
2026-01-01 02:11:00,127.39,52.49,149.25,7.31
2026-01-01 02:12:00,91.44,61.29,172.9,3.12
2026-01-01 02:13:00,147.73,69.3,244.98,5.38
2026-01-01 02:14:00,190.13,67.88,239.22,7.45
2026-01-01 02:15:00,28.73,74.26,194.68,4.45
2026-01-01 02:16:00,171.8,72.5,219.09,6.46
2026-01-01 02:17:00,38.92,44.04,156.47,4.92
2026-01-01 02:18:00,41.48,70.72,263.44,6.97
2026-01-01 02:19:00,162.39,49.85,210.18,2.49
2026-01-01 02:20:00,54.9,52.72,218.85,-0.33
2026-01-01 02:21:00,55.77,61.53,130.45,8.1
2026-01-01 02:22:00,64.33,40.73,280.74,6.31
2026-01-01 02:23:00,99.13,51.28,194.6,4.12
2026-01-01 02:24:00,75.3,60.81,213.25,6.38
2026-01-01 02:25:00,34.39,74.68,160.76,3.74
2026-01-01 02:26:00,117.65,73.65,240.48,4.91
2026-01-01 02:27:00,88.94,42.63,214.58,4.75
2026-01-01 02:28:00,81.71,45.43,163.85,5.9
2026-01-01 02:29:00,154.77,68.69,227.06,5.52
2026-01-01 02:30:00,51.11,76.62,233.58,-0.27
2026-01-01 02:31:00,167.93,95.99,235.12,0.72
2026-01-01 02:32:00,75.7,70.75,200.39,2.9
2026-01-01 02:33:00,-9.19,93.14,198.55,6.87
2026-01-01 02:34:00,131.62,73.65,258.06,0.49
2026-01-01 02:35:00,99.41,39.31,238.66,9.47
2026-01-01 02:36:00,78.2,47.33,217.39,0.36
2026-01-01 02:37:00,-24.64,54.61,174.26,6.13
2026-01-01 02:38:00,52.81,58.51,172.82,-0.04
2026-01-01 02:39:00,233.51,71.08,189.98,4.7
2026-01-01 02:40:00,141.33,55.92,184.26,5.31
2026-01-01 02:41:00,138.35,45.76,164.61,4.84
2026-01-01 02:42:00,110.06,62.78,231.42,3.91
2026-01-01 02:43:00,67.51,48.96,150.21,9.48
2026-01-01 02:44:00,85.96,56.76,218.08,3.31
2026-01-01 02:45:00,167.89,63.98,268.41,4.48
2026-01-01 02:46:00,26.83,73.65,157.2,1.45
2026-01-01 02:47:00,80.79,71.55,168.73,3.74
2026-01-01 02:48:00,155.58,55.72,246.99,0.04
2026-01-01 02:49:00,171.79,27.35,209.88,7.34
2026-01-01 02:50:00,89.95,68.8,170.47,-0.25
2026-01-01 02:51:00,167.14,69.67,177.07,6.55
2026-01-01 02:52:00,104.73,71.01,243.74,4.13
2026-01-01 02:53:00,94.35,78.31,257.66,1.7
2026-01-01 02:54:00,175.82,48.67,141.42,4.73
2026-01-01 02:55:00,113.87,22.71,184.38,7.78
2026-01-01 02:56:00,60.24,32.28,244.77,4.34
2026-01-01 02:57:00,116.42,69.96,213.48,6.37
2026-01-01 02:58:00,81.24,44.13,155.62,8.25
2026-01-01 02:59:00,166.62,50.57,187.1,5.23
2026-01-01 03:00:00,121.91,57.63,226.1,7.52
2026-01-01 03:01:00,97.13,52.32,232.78,4.07
2026-01-01 03:02:00,26.44,85.61,186.97,6.18
2026-01-01 03:03:00,185.8,57.6,300.18,3.4
2026-01-01 03:04:00,121.33,63.0,214.47,11.16
2026-01-01 03:05:00,88.6,50.66,255.51,-0.23
2026-01-01 03:06:00,137.15,53.7,269.89,7.18
2026-01-01 03:07:00,62.86,76.25,202.11,-0.39
2026-01-01 03:08:00,60.02,52.05,214.15,4.01
2026-01-01 03:09:00,119.03,70.95,227.25,9.67
2026-01-01 03:10:00,72.38,71.09,204.46,5.66
2026-01-01 03:11:00,5.73,64.33,230.2,3.88
2026-01-01 03:12:00,180.05,56.82,238.27,6.96
2026-01-01 03:13:00,225.04,35.87,193.47,5.0
2026-01-01 03:14:00,59.98,75.02,236.04,-0.44
2026-01-01 03:15:00,151.41,49.85,149.27,6.47
2026-01-01 03:16:00,104.9,56.14,268.73,7.64
2026-01-01 03:17:00,123.54,55.35,282.97,9.07
2026-01-01 03:18:00,148.87,53.49,240.59,1.72
2026-01-01 03:19:00,155.74,56.24,169.9,10.35
2026-01-01 03:20:00,56.39,54.33,226.17,6.44
2026-01-01 03:21:00,78.71,48.6,259.47,3.09
2026-01-01 03:22:00,37.28,34.18,207.24,2.99
2026-01-01 03:23:00,183.32,74.44,227.92,6.9
2026-01-01 03:24:00,54.5,84.46,137.52,3.39
2026-01-01 03:25:00,127.38,41.11,181.07,7.46
2026-01-01 03:26:00,147.09,35.4,199.84,6.37
2026-01-01 03:27:00,-11.78,72.16,143.1,5.16
2026-01-01 03:28:00,103.49,66.97,144.55,1.16
2026-01-01 03:29:00,107.46,56.2,174.07,2.21
2026-01-01 03:30:00,188.36,49.81,225.68,7.48
2026-01-01 03:31:00,218.04,62.49,223.9,4.5
2026-01-01 03:32:00,113.99,81.86,213.72,10.36
2026-01-01 03:33:00,70.2,70.58,213.13,6.68
2026-01-01 03:34:00,122.52,75.59,207.13,8.07
2026-01-01 03:35:00,176.04,58.47,152.79,3.94
2026-01-01 03:36:00,166.87,11.69,270.45,1.41
2026-01-01 03:37:00,148.84,71.2,192.06,-0.75
2026-01-01 03:38:00,77.88,63.66,270.75,7.19
2026-01-01 03:39:00,83.78,93.84,241.87,4.87
2026-01-01 03:40:00,139.08,62.21,159.72,12.77
2026-01-01 03:41:00,83.33,74.5,227.12,10.13
2026-01-01 03:42:00,126.53,48.36,232.37,6.23
2026-01-01 03:43:00,150.2,97.22,249.06,9.6
2026-01-01 03:44:00,119.17,64.35,284.58,3.81
2026-01-01 03:45:00,86.74,59.6,223.73,10.03
2026-01-01 03:46:00,52.95,78.69,141.36,2.09
2026-01-01 03:47:00,60.36,43.15,185.3,6.41
2026-01-01 03:48:00,117.1,52.11,197.72,4.47
2026-01-01 03:49:00,91.49,54.48,173.18,3.05
2026-01-01 03:50:00,41.45,59.43,224.29,5.34
2026-01-01 03:51:00,173.54,58.66,204.4,0.8
2026-01-01 03:52:00,103.66,50.13,184.7,6.3
2026-01-01 03:53:00,129.36,78.44,179.1,4.15
2026-01-01 03:54:00,113.39,45.87,255.46,3.09
2026-01-01 03:55:00,29.94,70.08,163.57,4.91
2026-01-01 03:56:00,62.15,33.04,181.15,2.63
2026-01-01 03:57:00,133.86,71.94,183.08,5.37
2026-01-01 03:58:00,61.78,50.58,175.33,11.0
2026-01-01 03:59:00,56.85,58.73,206.91,-1.11
2026-01-01 04:00:00,67.49,51.19,176.88,8.05
2026-01-01 04:01:00,39.73,75.44,185.8,0.16
2026-01-01 04:02:00,52.23,99.37,221.83,-0.17
2026-01-01 04:03:00,193.31,54.6,207.15,9.03
2026-01-01 04:04:00,129.47,49.73,254.33,5.48
2026-01-01 04:05:00,72.47,79.73,274.48,10.19
2026-01-01 04:06:00,64.2,60.31,192.33,2.88
2026-01-01 04:07:00,146.76,61.8,158.33,10.81
2026-01-01 04:08:00,128.55,37.21,159.05,3.05
2026-01-01 04:09:00,72.34,46.84,103.22,7.13
2026-01-01 04:10:00,71.93,63.52,240.52,5.61
2026-01-01 04:11:00,126.11,51.1,126.58,5.04
2026-01-01 04:12:00,111.22,70.84,182.34,3.79
2026-01-01 04:13:00,47.64,69.81,233.05,8.11
2026-01-01 04:14:00,37.92,63.33,230.85,1.35
2026-01-01 04:15:00,-2.77,73.04,231.4,7.58
2026-01-01 04:16:00,71.0,45.45,193.26,0.56
2026-01-01 04:17:00,61.09,60.88,260.96,3.67
2026-01-01 04:18:00,111.23,44.92,244.22,7.57
2026-01-01 04:19:00,61.09,45.05,144.11,3.65
2026-01-01 04:20:00,2.43,36.57,249.27,6.8
2026-01-01 04:21:00,21.54,40.98,206.19,3.08
2026-01-01 04:22:00,63.87,53.42,160.36,3.46
2026-01-01 04:23:00,32.88,73.34,173.85,6.18
2026-01-01 04:24:00,196.7,75.97,240.62,6.64
2026-01-01 04:25:00,147.69,89.3,202.66,9.03
2026-01-01 04:26:00,66.01,48.44,239.4,5.65
2026-01-01 04:27:00,212.05,57.95,155.22,4.94
2026-01-01 04:28:00,38.43,81.73,156.35,2.53
2026-01-01 04:29:00,16.32,38.98,162.65,4.6
2026-01-01 04:30:00,132.25,61.96,158.85,5.3
2026-01-01 04:31:00,30.16,75.24,184.15,2.28
2026-01-01 04:32:00,51.35,53.49,195.26,3.15
2026-01-01 04:33:00,128.83,58.84,162.98,8.53
2026-01-01 04:34:00,-8.22,52.6,157.87,12.69
2026-01-01 04:35:00,107.33,49.11,193.36,-0.04
2026-01-01 04:36:00,144.82,76.17,199.61,-0.78
2026-01-01 04:37:00,169.28,71.6,242.11,4.2
2026-01-01 04:38:00,124.29,84.14,279.12,5.84
2026-01-01 04:39:00,65.7,64.67,155.85,2.7
2026-01-01 04:40:00,152.59,69.37,238.29,1.98
2026-01-01 04:41:00,137.52,60.5,160.2,8.44
2026-01-01 04:42:00,59.73,65.6,255.11,6.66
2026-01-01 04:43:00,184.78,48.79,249.86,3.8
2026-01-01 04:44:00,76.25,77.05,168.11,4.83
2026-01-01 04:45:00,157.79,74.54,235.64,2.23
2026-01-01 04:46:00,81.01,53.19,183.89,5.69
2026-01-01 04:47:00,158.88,68.19,165.36,5.72
2026-01-01 04:48:00,106.3,44.3,183.66,7.58
2026-01-01 04:49:00,126.48,56.01,231.31,6.66
2026-01-01 04:50:00,97.85,74.54,190.9,9.0
2026-01-01 04:51:00,69.62,57.77,225.06,10.55
2026-01-01 04:52:00,1.85,35.62,235.17,5.49
2026-01-01 04:53:00,61.19,70.95,237.81,8.77
2026-01-01 04:54:00,96.99,68.13,183.36,8.08
2026-01-01 04:55:00,127.61,49.76,211.75,4.61
2026-01-01 04:56:00,153.69,74.54,272.36,3.21
2026-01-01 04:57:00,87.34,12.33,266.89,4.89
2026-01-01 04:58:00,55.74,68.39,174.5,-0.07
2026-01-01 04:59:00,169.94,78.5,138.22,7.15
2026-01-01 05:00:00,40.09,77.1,202.02,10.69
2026-01-01 05:01:00,150.14,78.95,173.56,6.22
2026-01-01 05:02:00,67.36,53.56,195.17,2.66
2026-01-01 05:03:00,110.95,40.48,215.87,5.94
2026-01-01 05:04:00,40.45,69.33,232.5,9.24
2026-01-01 05:05:00,102.84,39.72,101.61,5.68
2026-01-01 05:06:00,90.18,52.09,200.87,6.57
2026-01-01 05:07:00,174.04,97.96,183.09,9.31
2026-01-01 05:08:00,127.37,86.55,182.31,7.36
2026-01-01 05:09:00,93.62,57.55,185.04,5.04
2026-01-01 05:10:00,73.12,70.36,238.77,8.86
2026-01-01 05:11:00,88.5,54.82,166.19,4.68
2026-01-01 05:12:00,155.41,72.51,206.84,8.42
2026-01-01 05:13:00,93.84,45.08,187.99,10.24
2026-01-01 05:14:00,29.63,65.54,193.01,-1.48
2026-01-01 05:15:00,65.0,50.98,240.41,-4.04
2026-01-01 05:16:00,208.19,44.99,144.04,2.88
2026-01-01 05:17:00,-37.38,45.97,213.06,2.56
2026-01-01 05:18:00,56.93,59.64,247.98,7.33
2026-01-01 05:19:00,104.97,76.39,276.7,-4.45
2026-01-01 05:20:00,215.84,78.84,238.01,4.49
2026-01-01 05:21:00,99.34,66.48,240.46,4.45
2026-01-01 05:22:00,129.78,42.8,260.4,8.18
2026-01-01 05:23:00,148.68,46.96,229.16,6.61
2026-01-01 05:24:00,68.44,62.49,189.09,5.25
2026-01-01 05:25:00,170.22,46.32,230.74,-1.6
2026-01-01 05:26:00,4.7,43.51,211.37,6.52
2026-01-01 05:27:00,70.05,54.47,146.19,1.15
2026-01-01 05:28:00,153.86,50.53,186.4,7.32
2026-01-01 05:29:00,96.42,32.43,243.86,6.88
2026-01-01 05:30:00,130.68,64.5,110.68,6.81
2026-01-01 05:31:00,71.33,70.62,273.56,6.57
2026-01-01 05:32:00,7.83,50.4,124.33,3.74
2026-01-01 05:33:00,159.05,31.16,187.91,5.46
2026-01-01 05:34:00,33.86,45.5,311.92,-1.74
2026-01-01 05:35:00,77.8,77.36,196.26,6.55
2026-01-01 05:36:00,177.21,60.92,252.32,5.25
2026-01-01 05:37:00,162.32,63.83,223.35,-1.45
2026-01-01 05:38:00,153.81,70.16,157.23,7.87
2026-01-01 05:39:00,117.8,51.56,188.81,7.88
2026-01-01 05:40:00,154.34,59.98,202.0,4.38
2026-01-01 05:41:00,30.89,46.84,214.98,6.06
2026-01-01 05:42:00,166.6,50.67,195.46,7.9
2026-01-01 05:43:00,118.66,46.06,236.83,5.15
2026-01-01 05:44:00,105.89,47.43,144.54,4.21
2026-01-01 05:45:00,160.64,43.12,183.52,5.6
2026-01-01 05:46:00,115.73,62.26,227.45,5.6
2026-01-01 05:47:00,49.65,59.16,185.01,2.15
2026-01-01 05:48:00,23.1,66.54,242.25,5.85
2026-01-01 05:49:00,132.3,74.81,222.7,11.84
2026-01-01 05:50:00,87.76,76.96,259.01,7.37
2026-01-01 05:51:00,154.77,61.87,228.33,4.6
2026-01-01 05:52:00,71.04,60.87,198.74,4.88
2026-01-01 05:53:00,115.2,69.14,203.29,2.47
2026-01-01 05:54:00,145.37,41.65,222.17,8.51
2026-01-01 05:55:00,81.69,59.24,149.43,6.72
2026-01-01 05:56:00,110.7,61.5,232.83,1.75
2026-01-01 05:57:00,92.03,27.57,225.68,2.19
2026-01-01 05:58:00,32.33,20.38,230.04,7.48
2026-01-01 05:59:00,5.46,72.34,180.82,6.55
2026-01-01 06:00:00,29.56,58.05,216.63,3.51
2026-01-01 06:01:00,141.71,60.55,149.29,7.23
2026-01-01 06:02:00,105.06,76.71,225.81,5.74
2026-01-01 06:03:00,139.78,54.76,258.36,4.02
2026-01-01 06:04:00,74.27,61.63,191.66,3.26
2026-01-01 06:05:00,168.02,60.13,201.68,4.73
2026-01-01 06:06:00,94.44,48.44,183.2,9.07
2026-01-01 06:07:00,115.28,39.9,139.21,5.56
2026-01-01 06:08:00,95.34,41.59,298.92,3.39
2026-01-01 06:09:00,150.64,51.49,176.75,4.71
2026-01-01 06:10:00,81.18,68.07,176.85,9.0
2026-01-01 06:11:00,52.26,69.51,132.96,3.86
2026-01-01 06:12:00,121.4,59.31,191.87,-0.8
2026-01-01 06:13:00,48.56,60.34,169.91,4.0
2026-01-01 06:14:00,135.28,77.57,235.03,2.28
2026-01-01 06:15:00,78.4,70.75,246.51,2.51
2026-01-01 06:16:00,89.6,84.93,117.63,3.15
2026-01-01 06:17:00,137.35,54.14,213.23,7.91
2026-01-01 06:18:00,14.07,66.07,226.44,3.47
2026-01-01 06:19:00,114.6,52.31,249.2,7.41
2026-01-01 06:20:00,110.08,70.58,270.48,6.69
2026-01-01 06:21:00,70.92,80.96,168.33,5.63
2026-01-01 06:22:00,120.87,46.01,228.16,3.66
2026-01-01 06:23:00,108.36,81.06,257.78,4.48
2026-01-01 06:24:00,-19.91,52.92,192.05,-2.82
2026-01-01 06:25:00,126.45,55.63,201.48,7.66
2026-01-01 06:26:00,158.05,69.9,80.29,9.89
2026-01-01 06:27:00,82.55,27.4,186.62,7.49
2026-01-01 06:28:00,109.95,48.01,135.53,7.51
2026-01-01 06:29:00,129.41,69.86,182.33,5.72
2026-01-01 06:30:00,134.18,80.99,169.0,6.69
2026-01-01 06:31:00,116.88,33.53,190.54,7.77
2026-01-01 06:32:00,82.86,15.95,232.39,2.18
2026-01-01 06:33:00,102.37,41.8,265.83,4.69
2026-01-01 06:34:00,141.47,62.09,123.29,6.3
2026-01-01 06:35:00,128.63,52.13,218.35,0.04
2026-01-01 06:36:00,106.72,68.34,201.26,-1.04
2026-01-01 06:37:00,58.76,66.98,165.65,2.66
2026-01-01 06:38:00,144.09,72.05,200.42,1.9
2026-01-01 06:39:00,53.95,90.84,165.65,0.63
2026-01-01 06:40:00,92.2,64.23,194.66,6.05
2026-01-01 06:41:00,108.14,58.57,192.33,7.68
2026-01-01 06:42:00,70.73,50.26,211.96,1.59
2026-01-01 06:43:00,111.41,51.87,204.74,1.97
2026-01-01 06:44:00,87.89,41.77,172.9,0.15
2026-01-01 06:45:00,91.11,74.92,166.06,4.49
2026-01-01 06:46:00,63.63,60.14,190.85,4.15
2026-01-01 06:47:00,58.83,51.13,194.72,3.82
2026-01-01 06:48:00,179.25,59.95,191.96,3.07
2026-01-01 06:49:00,71.57,73.41,190.88,4.77
2026-01-01 06:50:00,154.62,81.17,147.76,7.06
2026-01-01 06:51:00,66.81,71.76,214.3,6.38
2026-01-01 06:52:00,66.24,58.86,168.67,6.74
2026-01-01 06:53:00,62.38,52.64,165.05,5.77
2026-01-01 06:54:00,178.84,58.72,212.89,4.7
2026-01-01 06:55:00,118.74,74.98,233.13,6.24
2026-01-01 06:56:00,71.19,37.81,197.86,0.95
2026-01-01 06:57:00,149.03,48.39,151.11,2.49
2026-01-01 06:58:00,167.26,49.54,238.95,4.21
2026-01-01 06:59:00,-5.5,49.72,211.33,0.53
2026-01-01 07:00:00,49.28,21.82,243.32,3.01
2026-01-01 07:01:00,61.95,56.03,264.95,-0.43
2026-01-01 07:02:00,51.03,61.53,155.02,5.67
2026-01-01 07:03:00,47.34,59.65,202.9,2.92
2026-01-01 07:04:00,75.98,38.43,219.82,5.68
2026-01-01 07:05:00,134.09,67.4,190.39,5.93
2026-01-01 07:06:00,148.46,70.5,149.46,8.89
2026-01-01 07:07:00,21.06,49.66,180.29,6.23
2026-01-01 07:08:00,62.43,61.69,215.74,12.75
2026-01-01 07:09:00,89.08,47.22,187.16,7.21
2026-01-01 07:10:00,44.7,42.38,200.27,3.57
2026-01-01 07:11:00,100.16,78.76,202.26,1.51
2026-01-01 07:12:00,77.01,51.71,226.11,5.47
2026-01-01 07:13:00,85.19,51.28,243.6,7.57
2026-01-01 07:14:00,47.03,60.02,213.09,6.16
2026-01-01 07:15:00,83.31,82.25,246.81,5.56
2026-01-01 07:16:00,167.13,44.13,245.83,6.04
2026-01-01 07:17:00,34.5,59.68,204.43,6.0
2026-01-01 07:18:00,177.72,65.91,176.83,6.27
2026-01-01 07:19:00,61.86,79.12,198.73,5.08
2026-01-01 07:20:00,72.24,61.19,151.63,2.7
2026-01-01 07:21:00,28.63,50.66,167.17,5.66
2026-01-01 07:22:00,104.41,52.57,143.0,10.41
2026-01-01 07:23:00,50.22,53.11,158.33,4.59
2026-01-01 07:24:00,195.39,38.6,200.83,9.69
2026-01-01 07:25:00,28.56,57.24,203.25,6.54
2026-01-01 07:26:00,131.91,99.48,165.6,4.53
2026-01-01 07:27:00,80.49,65.93,215.92,3.16
2026-01-01 07:28:00,101.2,79.76,151.82,2.14
2026-01-01 07:29:00,90.81,77.27,221.64,5.38
2026-01-01 07:30:00,64.77,57.26,218.11,6.64
2026-01-01 07:31:00,114.11,60.87,217.06,5.74
2026-01-01 07:32:00,98.38,49.4,211.54,5.11
2026-01-01 07:33:00,158.02,37.88,97.17,9.22
2026-01-01 07:34:00,25.63,39.37,244.18,4.75
2026-01-01 07:35:00,65.44,72.55,176.62,4.78
2026-01-01 07:36:00,111.66,33.56,164.54,5.23
2026-01-01 07:37:00,152.39,51.5,133.02,9.42
2026-01-01 07:38:00,147.88,58.32,212.21,6.5
2026-01-01 07:39:00,84.12,58.01,214.66,4.58
2026-01-01 07:40:00,23.83,46.95,189.12,5.95
2026-01-01 07:41:00,145.12,67.62,215.74,8.08
2026-01-01 07:42:00,179.16,70.05,219.71,3.98
2026-01-01 07:43:00,101.51,29.12,218.03,6.77
2026-01-01 07:44:00,59.64,58.35,151.41,4.64
2026-01-01 07:45:00,210.0,46.17,211.15,6.88
2026-01-01 07:46:00,68.22,26.76,235.37,3.67
2026-01-01 07:47:00,119.95,51.57,239.87,5.34
2026-01-01 07:48:00,119.37,43.43,256.03,1.47
2026-01-01 07:49:00,172.28,47.57,247.61,8.26
2026-01-01 07:50:00,33.59,77.85,141.83,10.55
2026-01-01 07:51:00,108.73,53.14,251.69,1.96
2026-01-01 07:52:00,96.81,36.59,284.13,0.26
2026-01-01 07:53:00,167.76,65.82,189.35,4.28
2026-01-01 07:54:00,90.33,71.05,151.39,4.96
2026-01-01 07:55:00,124.35,67.04,149.36,1.09
2026-01-01 07:56:00,69.16,63.16,210.49,4.88
2026-01-01 07:57:00,77.43,62.92,129.67,8.78
2026-01-01 07:58:00,103.22,90.68,199.97,6.84
